episode,worker_id,env_idx,reward,success,timeout,collisions,steps,eps,salp0_reward,salp1_reward,salp2_reward,salp3_reward,salp4_reward,salp0_collisions,salp1_collisions,salp2_collisions,salp3_collisions,salp4_collisions,salp0_wall_hits,salp1_wall_hits,salp2_wall_hits,salp3_wall_hits,salp4_wall_hits
6474,1,1,-424.1138410507793,0,1,0,700,0.05,-429.84614083369667,0,10,-490.02385077845463,0,30,-400.10391019633784,0,0,-400.0741716520549,0,0,-400.521131793351,0,0
6475,5,1,-683.0422391299225,0,1,0,700,0.05,-444.5567276342975,3,0,-399.82713200351725,0,0,-684.9079819849422,19,0,-565.031306265509,7,20,-1320.8880477613454,47,72
6476,5,0,-446.40813219488723,0,1,0,700,0.05,-402.54394817369837,0,1,-459.8100055210495,1,15,-519.6268824555797,8,0,-450.49658570511735,3,2,-399.56323911898886,0,0
6477,2,1,-587.4949658137704,0,1,0,700,0.05,-795.4876317983195,0,132,-495.8730805857352,2,22,-474.65873138559726,5,0,-504.821753272792,7,0,-666.6336320264106,0,89
6478,3,1,-398.60885702223226,0,1,0,700,0.05,-398.1112053497829,0,0,-398.52869923583523,0,0,-398.60221814114374,0,0,-398.60281403996277,0,0,-399.1993483444364,0,0
6479,1,0,-974.2812522549187,0,1,0,700,0.05,-723.4258117339916,0,108,-570.6311383639709,0,57,-556.1621070694339,0,52,-1825.4628230374728,95,0,-1195.724381069726,53,0
6480,4,1,-670.146908170228,0,1,0,700,0.05,-573.2987195810517,11,3,-1140.6375607219213,2,237,-831.8599273942053,0,144,-402.4891483164899,0,1,-402.44918483746864,0,1
6481,7,1,-456.474436755254,0,1,0,700,0.05,-398.87631238327543,0,0,-399.36466425479955,0,0,-594.6337044480821,13,0,-489.75171903720343,6,0,-399.7457836529082,0,0
6482,4,0,-402.7576588435989,0,1,0,700,0.05,-416.5477018740361,0,6,-398.97314815946316,0,0,-399.408938949854,0,0,-399.56186447775275,0,0,-399.29664075688515,0,0
6483,0,1,-399.238640112447,0,1,0,700,0.05,-398.72521184746034,0,0,-398.9038425483747,0,0,-399.2512548099907,0,0,-399.6549657241652,0,0,-399.65792563224363,0,0
6484,7,0,-468.96230925026964,0,1,0,700,0.05,-414.2638658117027,1,0,-504.4385519501194,7,0,-474.9625872250672,5,0,-532.5536300367339,3,29,-418.59291122772584,0,6
6485,6,1,-464.7783063043655,0,1,0,700,0.05,-399.10546202100954,0,0,-519.7159502879272,0,40,-433.26086571149744,0,11,-571.4243051059888,0,57,-400.38494839540374,0,0
6486,3,0,-404.77503221668695,0,1,0,700,0.05,-398.88751245796624,0,0,-425.9977061055568,0,9,-399.5210030774643,0,0,-399.4686494880016,0,0,-400.0002899544451,0,0
6487,6,0,-458.48697513838005,0,1,0,700,0.05,-399.866631011576,0,0,-555.8985871696003,0,52,-513.4624183852573,2,28,-399.55121370423353,0,0,-423.6560254212322,0,8
6488,0,0,-399.07065387923876,0,1,0,700,0.05,-399.4455919780245,0,0,-399.23662599553023,0,0,-398.93378207243256,0,0,-398.9358968481957,0,0,-398.8013725020125,0,0
6489,2,0,-441.6124740251112,0,1,0,700,0.05,-399.75345976936404,0,0,-399.869304698505,0,0,-399.52971883230987,0,0,-597.5169830189969,12,6,-411.39290380638056,0,4
6490,1,1,-458.60991608685504,0,1,0,700,0.05,-417.41940059220354,0,6,-483.7280561100939,0,28,-592.0828714799001,0,64,-399.9872128257435,0,0,-399.83203942633804,0,0
6491,5,1,-401.5000175006617,0,1,0,700,0.05,-407.93441871767016,0,3,-399.086745842553,0,0,-399.6876617938946,0,0,-400.29211594362937,0,0,-400.4991452055595,0,0
6492,5,0,-434.07085176746637,0,1,0,700,0.05,-399.3415093672439,0,0,-399.37972247689174,0,0,-549.4275353104377,10,0,-414.1345258755361,1,0,-408.0709658072244,0,3
6493,2,1,-399.29706778326545,0,1,0,700,0.05,-398.8924460717284,0,0,-398.90075928304816,0,0,-398.98145328530444,0,0,-399.5595950459471,0,0,-400.15108523029863,0,0
6494,3,1,-607.2461726563293,0,1,0,700,0.05,-515.7855126593187,7,4,-983.7654821020838,39,0,-539.9692888446939,8,7,-579.2158862096163,0,60,-417.4946934659349,0,6
6495,1,0,-468.4807146774397,0,1,0,700,0.05,-399.24570657750934,0,0,-444.0683528441885,0,15,-474.444683817825,5,0,-456.68914319561486,0,19,-567.9556869520627,0,56
6496,4,1,-543.6626276451744,0,1,0,700,0.05,-429.59083348155116,2,0,-561.8777046062462,1,50,-711.7685617818763,0,104,-615.6023380289495,6,42,-399.4737003272489,0,0
6497,7,1,-417.46315497025995,0,1,0,700,0.05,-488.9229749582816,6,0,-399.5398819975026,0,0,-399.6006006185601,0,0,-399.6243321401479,0,0,-399.627985136808,0,0
6498,4,0,-495.4400010486756,0,1,0,700,0.05,-504.4203995396023,7,0,-438.6594674525831,0,13,-474.74708606083817,5,0,-570.3979830911121,6,27,-488.9750690992435,6,0
6499,0,1,-739.0011423202185,0,1,0,700,0.05,-1083.6447217033444,43,13,-978.4798517156368,28,53,-639.5454812198051,0,80,-489.10125794582933,6,0,-504.2343990164748,3,20
6500,7,0,-409.9974805751705,0,1,0,700,0.05,-398.3747427053832,0,0,-398.9748939843487,0,0,-410.9788889713166,0,4,-441.54251562983234,0,14,-400.11636158497254,0,0
6501,6,1,-433.2909559470673,0,1,0,700,0.05,-399.44899100472156,0,0,-459.7115082510749,0,20,-399.91436933160645,0,0,-399.83936471764144,0,0,-507.5405464302915,7,1
6502,3,0,-480.0992443410011,0,1,0,700,0.05,-426.5967992570507,0,9,-690.60372228995,0,97,-459.57221415925625,0,20,-399.89464830673836,0,0,-423.82883769201106,0,8
6503,6,0,-399.7588152638936,0,1,0,700,0.05,-399.51179415194,0,0,-399.8368308510712,0,0,-399.80829906855206,0,0,-399.82358618734037,0,0,-399.81356606056625,0,0
6504,0,0,-399.79542553411653,0,1,0,700,0.05,-399.4676272288106,0,0,-399.7287319395708,0,0,-399.8504932002288,0,0,-399.8433440597496,0,0,-400.08693124222293,0,0
6505,2,0,-560.581756696248,0,1,0,700,0.05,-414.5452621150063,0,5,-399.760780567756,0,0,-474.93913898493054,5,0,-699.9121968864046,0,100,-813.7514049271421,0,138
6506,1,1,-398.86111093421914,0,1,0,700,0.05,-398.2169953324433,0,0,-398.8027843302505,0,0,-398.8989327296371,0,0,-399.1387178414742,0,0,-399.24812443728973,0,0
6507,5,1,-581.9916683379358,0,1,0,700,0.05,-456.3301264604333,2,9,-504.6258418032625,7,0,-504.61656483438793,4,15,-789.8532090396108,26,0,-654.5325995519879,17,0
6508,5,0,-456.2533033861368,0,1,0,700,0.05,-432.43447194904826,0,11,-537.8448678384561,0,46,-501.9777008616117,0,34,-405.86156385544075,0,2,-403.14791242612324,0,1
6509,2,1,-427.1049045800212,0,1,0,700,0.05,-405.45810506653953,0,2,-444.58751554440323,0,15,-486.533046893261,0,29,-399.37364467918644,0,0,-399.5722107167128,0,0
6510,3,1,-399.03026785511616,0,1,0,700,0.05,-398.39519576052163,0,0,-398.5249764682874,0,0,-399.089299759837,0,0,-399.5731375766943,0,0,-399.56872971023864,0,0
6511,1,0,-434.30854415686986,0,1,0,700,0.05,-408.8887447191575,0,3,-564.6223275512342,11,0,-399.36373925981803,0,0,-399.5042708909536,0,0,-399.16363836318493,0,0
6512,4,1,-454.24638757465476,0,1,0,700,0.05,-555.4242806088414,0,52,-435.9974557723207,0,12,-478.40982887765483,0,26,-400.49148849977746,0,0,-400.90888411467813,0,0
6513,5,0,118.61478084317824,1,0,0,169,0.05,119.19210327153141,0,0,118.58067787066426,0,0,118.55801944639266,0,0,118.37972352516867,0,0,118.36338010213409,0,0
6514,7,1,-428.0446725924442,0,1,0,700,0.05,-399.6972766488348,0,0,-399.617895983129,0,0,-411.9633908440994,0,4,-522.9820692177411,0,41,-405.9627302684161,0,2
6515,4,0,-442.8711375627452,0,1,0,700,0.05,-398.81195954890933,0,0,-609.1731591062207,14,0,-399.0520747673636,0,0,-399.27955417206925,0,0,-408.03894021916125,0,3
6516,4,0,235.6725687509434,1,0,0,19,0.05,235.75926569771545,0,0,235.68613719094955,0,0,235.6872379691265,0,0,235.45705958734212,0,0,235.7731433095835,0,0
6517,0,1,-591.4877391316609,0,1,0,700,0.05,-405.43483144206806,0,2,-972.4640136432023,37,6,-549.5849464468491,1,45,-534.69016307897,3,30,-495.2647410472155,0,32
6518,7,0,-735.8306259240937,0,1,0,700,0.05,-486.93180400404594,0,29,-402.96010342711884,0,1,-400.39419489834967,0,0,-502.72138194664416,0,34,-1886.1456453443095,0,496
6519,6,1,-456.99189675179554,0,1,0,700,0.05,-430.8899629156874,1,6,-398.49384774967393,0,0,-399.1016985166419,0,0,-534.2187421724393,0,45,-522.255232404536,8,1
6520,3,0,-629.5521556752433,0,1,0,700,0.05,-957.8864669945652,1,182,-639.99429835211,16,0,-703.3798426912551,13,36,-439.4440514590621,1,8,-407.056118879225,0,2
6521,6,0,-423.4361924297937,0,1,0,700,0.05,-399.5419643767245,0,0,-496.09666548196896,0,32,-400.1541444001008,0,0,-403.19645932459224,0,1,-418.19172856558316,0,6
6522,0,0,-399.291753053773,0,1,0,700,0.05,-399.3647041714485,0,0,-399.35663374899724,0,0,-399.2173129690235,0,0,-399.27026665259507,0,0,-399.2498477267998,0,0
6523,2,0,-554.0983347450235,0,1,0,700,0.05,-567.7599846522646,0,56,-745.0687487920252,0,115,-399.8619026597108,0,0,-655.0917433204145,0,85,-402.7092943007027,0,1
6524,1,1,-452.6099513576027,0,1,0,700,0.05,-561.3993054592459,0,54,-489.7840017356103,0,30,-399.86082010548165,0,0,-399.94399893183964,0,0,-412.061630555835,0,5
6525,5,1,-424.1143547299823,0,1,0,700,0.05,-398.41095082437823,0,0,-398.5739781150103,0,0,-426.1306003452297,0,9,-399.13076630851435,0,0,-498.3254780567768,0,33
6526,5,1,235.7165397267463,1,0,1,15,0.05,238.83428001183177,0,0,238.6766506246365,0,0,238.6435687122715,0,0,238.71141713133756,0,0,223.71678215365418,2,0
6527,2,1,-405.1324336543268,0,1,0,700,0.05,-399.0798833898851,0,0,-399.08171216133917,0,0,-399.1594066856881,0,0,-429.1916713031474,2,0,-399.14949473157486,0,0
6528,3,1,-454.0302037672556,0,1,0,700,0.05,-398.99407546503124,0,0,-399.36160046728276,0,0,-399.45989830847793,0,0,-441.7654966581612,0,14,-630.569947937324,0,77
6529,1,0,-567.5053273630185,0,1,0,700,0.05,-630.5353572277395,0,77,-595.0701265887396,0,66,-403.0943425884036,0,1,-448.1802645223512,0,16,-760.6465458878589,0,120
6530,4,1,-699.4267712357306,0,1,0,700,0.05,-1307.814600326502,55,28,-548.9039441249066,10,0,-474.47659136944424,4,5,-639.7612983864458,16,0,-526.1774219713509,1,37
6531,4,1,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
6532,5,0,-467.8821930456832,0,1,0,700,0.05,-423.5902622555623,0,8,-400.05678237940344,0,0,-565.2629016270153,0,55,-493.2606656289036,0,31,-457.2403533375337,0,19
6533,7,1,-429.88620634902423,0,1,0,700,0.05,-438.3395936800776,1,8,-489.339698671251,6,0,-399.27659263803866,0,0,-399.177206025095,0,0,-423.29794073065875,0,8
6534,4,0,-757.1678283627484,0,1,0,700,0.05,-1296.6343738535572,17,214,-645.9826265999721,11,27,-907.0815718116837,31,14,-433.3681168637619,2,1,-502.77245268477054,6,4
6535,0,1,-437.3662251542287,0,1,0,700,0.05,-414.5294337385904,0,5,-570.7807969148048,0,57,-399.6506472152572,0,0,-399.29792048894683,0,0,-402.572327413545,0,1
6536,7,0,-467.5676986059449,0,1,0,700,0.05,-453.8563912468289,2,8,-525.6627150273418,0,42,-454.0238748194547,0,18,-423.76795511224526,0,8,-480.5275568238563,2,17
6537,6,1,-399.3212658121407,0,1,0,700,0.05,-399.12173847689587,0,0,-399.39948328595744,0,0,-399.3773346704858,0,0,-399.30390546494124,0,0,-399.40386716242296,0,0
6538,3,0,-562.5078910664165,0,1,0,700,0.05,-444.72531670481914,0,15,-399.7134484152689,0,0,-1089.692350022568,46,0,-445.21779493632033,0,15,-433.19054525310463,0,11
6539,6,1,245.78676940078705,1,0,0,6,0.05,245.7923766769649,0,0,245.79184447474694,0,0,245.7904558728,0,0,245.77952647602189,0,0,245.7796435034016,0,0
6540,6,0,-399.004314324458,0,1,0,700,0.05,-398.973640420168,0,0,-398.7525644313648,0,0,-399.05791920186573,0,0,-398.95877051191053,0,0,-399.27867705697946,0,0
6541,0,0,-404.90175985941175,0,1,0,700,0.05,-407.59891109927025,0,3,-419.713289092064,0,7,-398.75262739108433,0,0,-399.2216272821285,0,0,-399.22234443251125,0,0
6542,2,0,-399.44063015992646,0,1,0,700,0.05,-399.6397617323354,0,0,-399.4438774426939,0,0,-399.3810714309263,0,0,-399.3368912743308,0,0,-399.4015489193467,0,0
6543,1,1,-423.18092909197827,0,1,0,700,0.05,-399.7625388852388,0,0,-411.7493482378826,0,4,-399.66023331826784,0,0,-501.93919585633614,0,34,-402.79332916216754,0,1
6544,5,1,-604.0823391973853,0,1,0,700,0.05,-837.5370512858885,0,146,-540.8399603255693,0,47,-724.223090151425,1,104,-517.423601256435,1,34,-400.3879929676079,0,0
6545,2,1,-430.6525862432862,0,1,0,700,0.05,-414.86374838866277,0,5,-535.014028846467,0,45,-400.1616430675958,0,0,-400.1229108724926,0,0,-403.10060004121317,0,1
6546,3,1,-495.1043571291442,0,1,0,700,0.05,-429.5712000834356,1,5,-471.9075600361848,0,24,-699.7941234529322,0,100,-474.70805743035197,5,0,-399.54084464281675,0,0
6547,1,0,-577.9409006083772,0,1,0,700,0.05,-398.8419909509906,0,0,-489.0933777911187,6,0,-1074.0964977024028,45,0,-480.3446837979173,0,27,-447.3279527994543,3,1
6548,1,0,237.93989563013153,1,0,0,16,0.05,237.8716469278256,0,0,237.88927172773055,0,0,237.88572260218322,0,0,238.04077605544586,0,0,238.01206083747243,0,0
6549,4,1,-664.515033142866,0,1,0,700,0.05,-588.3011392194022,0,63,-615.7527494484849,0,72,-876.9353074496706,0,159,-733.0602901662749,0,111,-508.52567943049587,0,36
6550,5,0,-510.92967167704586,0,1,1,700,0.05,-468.39712126302123,4,8,-684.673970311153,19,0,-498.5101540876762,0,33,-399.1558942277497,0,0,-503.9112184956294,7,0
6551,7,1,-546.0675428657855,0,1,0,700,0.05,-413.44045786491813,1,0,-743.9879639713242,13,50,-693.1264245097829,0,99,-480.15571569482137,0,27,-399.62715228808116,0,0
6552,4,0,-413.1616548063656,0,1,0,700,0.05,-465.5682673023436,0,22,-399.82593598832545,0,0,-400.0054060360974,0,0,-400.2386764780974,0,0,-400.1699882269655,0,0
6553,0,1,-434.873705750707,0,1,0,700,0.05,-399.2770893367419,0,0,-399.32988278385244,0,0,-399.5466654246516,0,0,-555.6129394306323,0,52,-420.60195177765837,0,7
6554,7,0,-568.6621531043567,0,1,0,700,0.05,-414.55710327584484,1,0,-504.4819389842004,7,0,-510.6897369846918,3,22,-426.35366204167474,0,9,-987.2283242353735,0,196
6555,3,0,-399.4831741727853,0,1,0,700,0.05,-399.0646289516643,0,0,-399.04722152028677,0,0,-399.4096240879925,0,0,-399.8631595187001,0,0,-400.03123678528283,0,0
6556,6,1,-441.0906746920841,0,1,0,700,0.05,-609.0209690683231,14,0,-399.02154909676057,0,0,-399.1541957757422,0,0,-399.1573656215972,0,0,-399.0992938979956,0,0
6557,6,0,-399.2767556165402,0,1,0,700,0.05,-398.9116869883113,0,0,-399.276445607931,0,0,-399.16443767835756,0,0,-399.58777976852264,0,0,-399.44342803957665,0,0
6558,6,1,209.141757948806,1,0,0,53,0.05,209.13220566293293,0,0,208.71832869677593,0,0,208.94018579497933,0,0,209.27239885217045,0,0,209.64567073717149,0,0
6559,0,0,-399.53659045162726,0,1,0,700,0.05,-399.2266292127227,0,0,-399.312120848374,0,0,-399.72893616059315,0,0,-399.675216353408,0,0,-399.74004968303916,0,0
6560,2,0,-481.00873008913857,0,1,0,700,0.05,-420.5130384411054,0,7,-495.7229816886002,0,33,-444.4442688396213,1,10,-630.3136269037873,15,2,-414.04973457257876,1,0
6561,1,1,-436.6704604817852,0,1,0,700,0.05,-398.02878102243784,0,0,-398.6277733166382,0,0,-573.0143077171643,0,59,-399.1016666601708,0,0,-414.57977369251364,1,0
6562,5,1,-399.31111688432196,0,1,0,700,0.05,-399.3920624941929,0,0,-399.4823572022994,0,0,-399.31588912342306,0,0,-399.16323366862105,0,0,-399.20204193307285,0,0
6563,2,1,-404.7313952986949,0,1,0,700,0.05,-420.4438289546548,0,7,-399.3280779884493,0,0,-405.35217736528176,0,2,-399.25345731902735,0,0,-399.2794348660617,0,0
6564,3,1,-430.71758380766806,0,1,0,700,0.05,-402.7951610752228,0,1,-414.56863643538804,1,0,-420.5210486732848,0,7,-507.3873132518021,0,36,-408.3157596026424,0,3
6565,1,0,-399.66451242166954,0,1,0,700,0.05,-399.44970745090427,0,0,-399.6487133152738,0,0,-399.4854059357296,0,0,-399.85845389881786,0,0,-399.88028150762113,0,0
6566,4,1,-453.2728441752693,0,1,0,700,0.05,-638.995573739022,0,81,-426.11854062651395,0,9,-399.3987424454513,0,0,-399.3702990717824,0,0,-402.481064993576,0,1
6567,5,0,-408.34068908409336,0,1,0,700,0.05,-398.77227248757333,0,0,-399.12714783770707,0,0,-398.8992191927211,0,0,-398.6073976509506,0,0,-446.29740825151447,0,16
6568,7,1,-862.7962021891691,0,1,0,700,0.05,-514.1011427771216,0,39,-849.8072648118424,10,101,-444.6236481970008,3,0,-402.4819455829317,0,1,-2102.9670095769497,113,3
6569,4,0,-399.2827643002582,0,1,0,700,0.05,-398.77609976677735,0,0,-399.3109163675445,0,0,-399.4509965436221,0,0,-399.3441290745739,0,0,-399.5316797487719,0,0
6570,0,1,-398.7389849884856,0,1,0,700,0.05,-397.90202169599513,0,0,-398.5020516729966,0,0,-398.6484837887117,0,0,-399.2097189863648,0,0,-399.43264879835954,0,0
6571,7,0,-404.8137657377711,0,1,0,700,0.05,-428.1175210632109,0,10,-398.5231827950445,0,0,-398.9331489125472,0,0,-398.9439265327129,0,0,-399.55104938533975,0,0
6572,7,0,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
6573,5,0,28.38657235566933,1,0,0,283,0.05,27.932404797992433,0,0,28.021715364112225,0,0,28.330491268770317,0,0,28.777012238406712,0,0,28.871238109064876,0,0
6574,3,0,-714.466639205661,0,1,0,700,0.05,-456.50663224674105,0,19,-495.73957104294703,0,32,-825.5913395888423,0,142,-537.3734652217896,8,6,-1257.122187927979,56,6
6575,6,0,-399.32004110706094,0,1,0,700,0.05,-398.75154504906953,0,0,-399.2726289144492,0,0,-399.34476996107946,0,0,-399.343878333296,0,0,-399.8873832774084,0,0
6576,6,1,-433.713375636986,0,1,0,700,0.05,-414.74128303740815,0,5,-399.5686176850506,0,0,-498.8055277981163,0,33,-453.40810420646085,1,13,-402.04334545789436,0,1
6577,0,0,-562.6558660537971,0,1,0,700,0.05,-504.66867659532335,4,15,-780.4861990719413,12,67,-534.5729827315804,9,0,-441.5067252132548,0,14,-552.0447466568862,8,11
6578,2,0,-403.7263398851904,0,1,0,700,0.05,-399.3235104128486,0,0,-399.3553841978086,0,0,-420.374207538944,0,7,-399.7281711572954,0,0,-399.85042611905675,0,0
6579,1,1,-399.65387466333124,0,1,0,700,0.05,-399.4556920171668,0,0,-399.62219523641903,0,0,-399.99185147538753,0,0,-399.7051385955923,0,0,-399.4944959920895,0,0
6580,5,1,-427.8743579005203,0,1,0,700,0.05,-399.033580688173,0,0,-519.0830379670172,8,0,-414.62754073810004,1,0,-400.1489115456967,0,0,-406.478718563614,0,2
6581,2,1,-421.9615325045617,0,1,0,700,0.05,-434.33495153979385,0,12,-398.5875749168652,0,0,-398.5933428802507,0,0,-473.612985122813,5,0,-404.6788080630843,0,2
6582,2,1,248.14436645047493,1,0,0,3,0.05,248.14505332428033,0,0,248.14441525480146,0,0,248.14803706071498,0,0,248.14188464202934,0,0,248.1424419705484,0,0
6583,3,1,-445.29571032848065,0,1,0,700,0.05,-444.71694984050504,0,15,-420.7491674493855,0,7,-408.78343571271927,0,3,-516.6228787602234,0,39,-435.60611987956787,0,12
6584,1,0,-423.47200321043385,0,1,0,700,0.05,-453.8265314698211,0,18,-417.57601151323996,0,6,-399.46796581605804,0,0,-399.45075721457295,0,0,-447.038750038474,3,1
6585,4,1,-707.3110979433386,0,1,0,700,0.05,-870.8513197730516,0,158,-675.6130440339416,0,92,-414.5514066150839,1,0,-522.1899416661033,5,16,-1053.3497776285105,42,8
6586,7,1,-406.4733811607683,0,1,0,700,0.05,-420.7286251666599,0,7,-399.7204258942194,0,0,-399.8163081219111,0,0,-400.0439168382752,0,0,-412.0576297827756,0,4
6587,4,0,-408.0531189043323,0,1,0,700,0.05,-399.19063942578015,0,0,-444.46290055754855,3,0,-399.1413628967614,0,0,-398.81600894813266,0,0,-398.65468269343734,0,0
6588,0,1,-493.024501191435,0,1,0,700,0.05,-780.602298730165,0,127,-399.5367958661158,0,0,-399.5041555599027,0,0,-426.2199679192325,0,9,-459.25928788176003,0,20
6589,7,0,-558.591347064085,0,1,0,700,0.05,-399.8021450705321,0,0,-444.78632294036646,0,15,-1140.7339029341042,0,248,-399.3210625805834,0,0,-408.3133017948347,0,3
6590,5,0,-469.1727964673571,0,1,0,700,0.05,-414.3660642716916,0,5,-537.5362827685346,0,46,-543.5396396993413,0,48,-450.5193924858859,0,17,-399.9026031113286,0,0
6591,3,0,-418.02266754106375,0,1,0,700,0.05,-399.93256646521803,0,0,-399.9616383353745,0,0,-490.0712037077732,2,20,-400.08475344964523,0,0,-400.06317574730843,0,0
6592,6,0,-425.1781946493287,0,1,0,700,0.05,-410.2809524277349,0,4,-473.2926597858077,5,0,-428.7914016611106,0,10,-399.0133698963364,0,0,-414.512589475655,0,5
6593,6,1,-508.03376585070276,0,1,0,700,0.05,-462.2241149008762,0,21,-627.4930057698252,0,76,-597.5656008143135,4,46,-399.31323204829084,0,0,-453.5728757202109,2,8
6594,0,0,-398.77640621756746,0,1,0,700,0.05,-399.1228117076247,0,0,-398.9906125989421,0,0,-398.7143994998321,0,0,-398.42728497769923,0,0,-398.62692230373773,0,0
6595,2,0,-765.5774549544939,0,1,0,700,0.05,-522.993151814421,4,21,-417.65030979338377,1,1,-1179.772364819955,51,5,-1233.4782971364218,55,3,-473.9931512082901,5,0
6596,4,1,-76.88968897691902,1,0,0,413,0.05,-84.91623188869798,0,4,-72.9537643513033,0,0,-73.30673716557163,0,0,-73.57889798857619,0,0,-79.69281349044621,0,2
6597,1,1,-402.9261989042542,0,1,0,700,0.05,-405.14882553132895,0,2,-411.1561973021359,0,4,-399.2646860760477,0,0,-399.5075004370051,0,0,-399.553785174751,0,0
6598,5,1,-456.19221907882746,0,1,0,700,0.05,-398.5212726536262,0,0,-398.6699722929245,0,0,-399.17152274870404,0,0,-639.616703050377,16,0,-444.9816246485062,3,0
6599,5,1,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
6600,2,1,-429.24664902739,0,1,0,700,0.05,-411.2266728019727,0,4,-435.46170483745163,1,7,-399.8301857711526,0,0,-481.3459861000416,0,27,-418.3686956263336,0,6
6601,1,1,30.315489107348213,1,0,0,199,0.05,67.70058521886877,1,4,-163.46104052007783,0,87,94.53719363454537,0,0,58.362556500648566,0,12,94.43815070275615,0,0
6602,3,1,-399.31670870274564,0,1,0,700,0.05,-398.76924576160076,0,0,-399.28319317210406,0,0,-399.4669025853405,0,0,-399.489989106893,0,0,-399.57421288778903,0,0
