episode,worker_id,env_idx,reward,success,timeout,collisions,steps,eps,salp0_reward,salp1_reward,salp2_reward,salp3_reward,salp4_reward,salp0_collisions,salp1_collisions,salp2_collisions,salp3_collisions,salp4_collisions,salp0_wall_hits,salp1_wall_hits,salp2_wall_hits,salp3_wall_hits,salp4_wall_hits
3077,7,0,53.62064088233549,1,0,0,251,0.05,53.61863740462711,0,0,53.58399783775563,0,0,53.59237319587889,0,0,53.6190196982396,0,0,53.68917627517595,0,0
3078,0,0,-1016.1784830202101,0,1,0,700,0.05,-1166.7287850177722,51,1,-2550.2907568372916,140,17,-399.27332328854845,0,0,-399.8169445945845,0,0,-564.782605362856,0,55
3079,2,0,-479.70986264390353,0,1,0,700,0.05,-398.79219087840994,0,0,-693.1460709114846,18,8,-429.3613873378997,2,0,-414.6369311472122,1,0,-462.61273294451155,3,6
3080,0,1,-459.3749059224693,0,1,0,700,0.05,-399.0430219071432,0,0,-432.2918832005467,0,11,-540.6155489268563,0,47,-399.5663887637572,0,0,-525.3576868140422,0,42
3081,1,1,-399.55411195052056,0,1,0,700,0.05,-398.782344113275,0,0,-399.350671598184,0,0,-399.845802401124,0,0,-399.9210190937276,0,0,-399.87072254629345,0,0
3082,3,0,-428.57584083545214,0,1,0,700,0.05,-414.12112478951246,1,0,-453.1601860144514,1,13,-399.1841208816697,0,0,-426.1896863074639,0,9,-450.224086184163,0,17
3083,5,0,-512.1482231261688,0,1,0,700,0.05,-450.66853998679835,0,17,-399.3512753581502,0,0,-399.4730064090503,0,0,-540.1321892944337,0,47,-771.1161045824126,1,119
3084,4,1,-723.6351425638799,0,1,0,700,0.05,-447.53701353850386,0,16,-708.6921196493112,18,13,-1434.7052367734304,69,0,-447.7846819442093,0,16,-579.4566609139451,0,60
3085,1,0,-410.28129114999405,0,1,0,700,0.05,-453.71836490146023,0,18,-399.50963483991086,0,0,-399.38984799784384,0,0,-399.5288277261148,0,0,-399.25978028464357,0,0
3086,6,1,-399.6853682670359,0,1,0,700,0.05,-399.3873900837603,0,0,-399.6902770391789,0,0,-399.7035744731971,0,0,-399.8226241016636,0,0,-399.82297563737825,0,0
3087,6,1,201.95127117944975,1,0,0,62,0.05,202.280950299347,0,0,201.94512438844555,0,0,201.93462229096244,0,0,201.6267718640014,0,0,201.96888705449226,0,0
3088,6,1,239.43177819046082,1,0,0,8,0.05,244.19383706997357,0,0,244.26709850140668,0,0,244.23953208167933,0,0,241.22993020006135,0,1,223.22849309918317,0,7
3089,4,0,-473.0084668636416,0,1,0,700,0.05,-405.5348539932083,0,2,-547.0094166504716,7,14,-570.8580360531047,8,17,-417.93305838750507,1,1,-423.706969233921,0,8
3090,6,0,-399.042809693582,0,1,0,700,0.05,-398.9192433712301,0,0,-398.7376003815238,0,0,-399.070848881388,0,0,-399.0970787843239,0,0,-399.3892770494418,0,0
3091,5,1,-417.4534580490846,0,1,0,700,0.05,-411.34967834955864,0,4,-459.3758773674251,0,20,-399.420231640282,0,0,-399.51290991764995,0,0,-417.60859297050774,0,6
3092,3,1,-409.25006470750884,0,1,0,700,0.05,-419.4052289054162,0,7,-398.9155424573546,0,0,-399.05932423734583,0,0,-414.2503863798877,1,0,-414.61984155754,1,0
3093,4,0,218.41927095653642,1,0,0,41,0.05,218.56237790901005,0,0,218.1968922262158,0,0,218.44523422986396,0,0,218.43459383159808,0,0,218.4572565859943,0,0
3094,2,1,-399.4157267736429,0,1,0,700,0.05,-399.3417935529657,0,0,-399.42337855712844,0,0,-399.3622722787165,0,0,-399.5324194491171,0,0,-399.4187700302853,0,0
3095,7,1,-496.1081035764009,0,1,0,700,0.05,-402.1245608189598,0,1,-399.42452421999656,0,0,-495.659464755865,5,7,-570.5605325378979,0,57,-612.7714355492855,0,71
3096,7,0,-399.2593617888618,0,1,0,700,0.05,-398.7400018558104,0,0,-398.9131748462645,0,0,-399.4226710942457,0,0,-399.6813699961271,0,0,-399.5395911518599,0,0
3097,0,0,-445.230875820492,0,1,0,700,0.05,-399.0406945031654,0,0,-474.04101719905077,5,0,-399.6219802528495,0,0,-489.98601237789745,6,0,-463.46467476949846,3,6
3098,2,0,-547.3754637691349,0,1,0,700,0.05,-398.65342731870953,0,0,-458.9619091098252,4,0,-447.00758867077957,0,16,-1002.3230444621191,15,126,-429.93134928424155,2,0
3099,7,0,212.2406689887511,1,0,0,49,0.05,212.47102363341912,0,0,212.0765567173257,0,0,212.05952249098289,0,0,212.29832616194076,0,0,212.29791594008708,0,0
3100,0,1,-398.8931186366356,0,1,0,700,0.05,-398.4436132362525,0,0,-398.8111636939064,0,0,-398.94551625578606,0,0,-399.07910708620255,0,0,-399.18619291102993,0,0
3101,0,0,213.04871777151095,1,0,0,44,0.05,215.93188869902153,0,0,215.9026832935461,0,0,200.9704209211882,1,0,216.09891354511709,0,0,216.3396823986817,0,0
3102,1,1,-438.67728872840456,0,1,0,700,0.05,-469.08829736705167,4,3,-426.82176335085995,0,9,-474.560721570726,5,0,-399.4786379348649,0,0,-423.43702341851974,0,8
3103,3,0,-421.9336346347108,0,1,0,700,0.05,-399.5650570940328,0,0,-435.9016010914295,0,12,-474.69190800908916,0,25,-399.731045248945,0,0,-399.7785617300567,0,0
3104,5,0,-399.3562070922055,0,1,0,700,0.05,-399.1649359659667,0,0,-399.1687858452905,0,0,-399.5143729638894,0,0,-399.4872997108184,0,0,-399.4456409750613,0,0
3105,4,1,-399.5383180567695,0,1,0,700,0.05,-399.65726309354204,0,0,-399.5229500377225,0,0,-399.43620180830357,0,0,-399.37818346354175,0,0,-399.69699188073935,0,0
3106,1,0,-829.1916791878291,0,1,0,700,0.05,-657.659608184983,0,86,-417.71978434376433,0,6,-954.486213784131,37,0,-1686.5620717547793,85,4,-429.5307178714878,0,10
3107,6,1,-409.88942094183295,0,1,0,700,0.05,-426.1727536693197,0,9,-399.61475069440127,0,0,-424.03219932053486,0,8,-399.9074040067885,0,0,-399.7199970181195,0,0
3108,5,1,-399.37559919762197,0,1,0,700,0.05,-399.2048189894846,0,0,-399.4354829351257,0,0,-399.4892556238723,0,0,-399.4110234709706,0,0,-399.3374149686595,0,0
3109,6,0,-399.39659185411693,0,1,0,700,0.05,-399.5272858858708,0,0,-399.5045693372921,0,0,-399.4387430909775,0,0,-399.24829970232355,0,0,-399.2640612541209,0,0
3110,3,1,-425.32329864265364,0,1,0,700,0.05,-519.3645475473556,0,40,-399.43575780750274,0,0,-405.4843513319962,0,2,-402.4551022164927,0,1,-399.8767343099189,0,0
3111,4,0,-451.4119142132438,0,1,0,700,0.05,-443.6978570498685,3,0,-528.1888546965617,7,8,-411.29062083231776,0,4,-399.3679410005852,0,0,-474.51429748688395,5,0
3112,2,1,-420.32153894458287,0,1,0,700,0.05,-417.15007505966713,0,6,-468.06590503514707,0,23,-402.4288439849341,0,1,-414.29956913321774,1,0,-399.6633015099486,0,0
3113,7,1,-423.9966421095245,0,1,0,700,0.05,-398.7982219584801,0,0,-503.8633764844018,7,0,-398.7651574519481,0,0,-410.68057528635336,0,4,-407.87587936644053,0,3
3114,2,0,-399.5710165730364,0,1,0,700,0.05,-399.48277117580824,0,0,-399.5495463231466,0,0,-399.56425959807456,0,0,-399.58721725072655,0,0,-399.67128851742535,0,0
3115,7,0,-408.07208531636917,0,1,0,700,0.05,-398.99075943876403,0,0,-399.5736387533005,0,0,-399.7033184334399,0,0,-439.0339827635151,0,13,-403.05872719282735,0,1
3116,0,1,-452.9360873528619,0,1,0,700,0.05,-399.6162360025939,0,0,-489.57319884031574,6,0,-564.6882890211755,11,0,-399.3713502351809,0,0,-411.43136266504354,0,4
3117,7,0,247.35416958724846,1,0,0,4,0.05,247.36528627121032,0,0,247.35471126266506,0,0,247.35053761652557,0,0,247.3501964925877,0,0,247.35011629325376,0,0
3118,0,0,-441.71951765538455,0,1,0,700,0.05,-609.3664861784088,14,0,-399.51918553839806,0,0,-399.78011443707965,0,0,-399.91769197507426,0,0,-400.0141101479616,0,0
3119,1,1,-405.4793149704502,0,1,0,700,0.05,-416.83476533885346,0,6,-398.7647841048356,0,0,-398.7451122892484,0,0,-399.06257316998665,0,0,-413.9893399493265,1,0
3120,1,1,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
3121,0,1,241.89460453205058,1,0,0,11,0.05,241.92802173864024,0,0,241.87892377360149,0,0,241.89487328925927,0,0,241.88572298010035,0,0,241.88548087865172,0,0
3122,3,0,-399.1358809891476,0,1,0,700,0.05,-398.96373739308797,0,0,-399.21327533200446,0,0,-399.19535534899757,0,0,-399.16799664139484,0,0,-399.1390402302516,0,0
3123,5,0,-399.7533094592416,0,1,0,700,0.05,-399.4540836345668,0,0,-399.8868097505286,0,0,-399.9077736793707,0,0,-399.77092216299775,0,0,-399.7469580687457,0,0
3124,4,1,-402.1925966834301,0,1,0,700,0.05,-414.0774503914095,1,0,-398.93876533835186,0,0,-399.15930611098037,0,0,-399.50950636547606,0,0,-399.27795521093327,0,0
3125,1,0,-412.23055040685966,0,1,0,700,0.05,-450.87112112344465,0,17,-399.8346269683902,0,0,-399.69930952144034,0,0,-399.4877035256558,0,0,-411.25999089537044,0,4
3126,6,1,-468.39296901661424,0,1,0,700,0.05,-399.0077782578997,0,0,-447.4773492689614,0,16,-399.34736366881117,0,0,-624.6074675980975,15,0,-471.5248862892996,0,24
3127,5,1,-484.289984937496,0,1,0,700,0.05,-398.492607282283,0,0,-540.0886155816968,0,47,-399.16444574592066,0,0,-654.2182804280063,17,0,-429.4859756495749,2,0
3128,6,0,-399.62463653413795,0,1,0,700,0.05,-399.2450408128831,0,0,-399.2235314408955,0,0,-399.65718230503603,0,0,-399.9008725674677,0,0,-400.0965555444104,0,0
3129,3,1,-775.3417400249175,0,1,0,700,0.05,-468.9091989100789,0,24,-855.6194900055426,30,2,-1044.6948586876788,43,0,-525.8638710234645,7,8,-981.6212814978217,15,119
3130,4,0,-399.49169928761313,0,1,0,700,0.05,-399.49651084503785,0,0,-399.5042604216075,0,0,-399.53997993032345,0,0,-399.5038536598086,0,0,-399.4138915812892,0,0
3131,2,1,-407.02215487395245,0,1,0,700,0.05,-417.25216870096017,0,6,-417.81272622577603,0,6,-399.9538232226665,0,0,-400.0517075835788,0,0,-400.04034863678083,0,0
3132,3,1,208.40055770044708,1,0,0,54,0.05,208.4771909244067,0,0,208.51849402509853,0,0,208.6137444662875,0,0,208.22411042390985,0,0,208.16924866253296,0,0
3133,7,1,-429.77965028279135,0,1,0,700,0.05,-399.3319482880392,0,0,-399.31862363504104,0,0,-489.6255619418062,6,0,-460.2016065443298,4,0,-400.4205110047397,0,0
3134,2,0,-434.2203396550086,0,1,0,700,0.05,-417.598888533126,0,6,-480.5538647043396,0,27,-399.3031519952926,0,0,-453.3054661126856,0,18,-420.34032692959835,1,2
3135,7,0,-507.97611294995727,0,1,0,700,0.05,-398.519866571393,0,0,-548.7358917595509,10,0,-743.9069235403977,23,0,-398.8688813650498,0,0,-449.8490015133914,0,17
3136,0,0,-493.9104666930686,0,1,0,700,0.05,-402.61079222503605,0,1,-684.5436714004463,0,95,-414.8753503512239,0,5,-429.81853434347147,2,0,-537.7039851451661,9,1
3137,1,1,-399.51702834233635,0,1,0,700,0.05,-399.1533577541564,0,0,-399.6476888268002,0,0,-399.61945606631474,0,0,-399.5766295595156,0,0,-399.5880095048964,0,0
3138,0,1,-440.07385766081086,0,1,0,700,0.05,-426.6037820439821,0,9,-549.6905417446353,7,15,-399.82948142828224,0,0,-424.2362965132889,0,8,-400.0091865738662,0,0
3139,3,0,-736.4001424147481,0,1,0,700,0.05,-477.38434203460974,1,21,-423.7099655475918,0,8,-598.0578854110493,0,66,-876.8499039706861,8,119,-1305.9986151098055,0,302
3140,5,0,-399.1700580139926,0,1,0,700,0.05,-398.8385799658366,0,0,-399.04075938309103,0,0,-399.28208378197934,0,0,-399.30777383289256,0,0,-399.3810931061638,0,0
3141,4,1,-398.9207977958345,0,1,0,700,0.05,-398.78333856666933,0,0,-399.0667794633488,0,0,-398.8647114638768,0,0,-399.1229072090069,0,0,-398.7662522762719,0,0
3142,1,0,-414.7643143068805,0,1,0,700,0.05,-450.0839582247432,0,17,-402.1954018462283,0,1,-417.04797797499384,0,6,-399.34080147104635,0,0,-405.1534320173917,0,2
3143,6,1,-414.79408396305837,0,1,0,700,0.05,-399.34854502205246,0,0,-420.7534567118804,0,7,-417.95699140938433,0,6,-399.7937290472962,0,0,-436.1176976246817,0,12
3144,6,0,-400.33954864262256,0,1,0,700,0.05,-398.86453969691325,0,0,-399.0704648373464,0,0,-399.40119039344984,0,0,-399.1893788551198,0,0,-405.1721694302805,0,2
3145,5,1,-419.9413445659209,0,1,0,700,0.05,-399.4339013679863,0,0,-399.6155806943283,0,0,-453.6626241693801,0,18,-426.6891966618945,0,9,-420.30541993601327,0,7
3146,4,0,-434.7666169067146,0,1,0,700,0.05,-480.72264516142764,0,27,-465.76491442360475,0,22,-426.8676813174846,0,9,-399.9335830186519,0,0,-400.54426061240247,0,0
3147,2,1,-399.6286818199417,0,1,0,700,0.05,-399.65507634381163,0,0,-399.8200603698895,0,0,-399.73611876228114,0,0,-399.5738914650128,0,0,-399.3582621587114,0,0
3148,3,1,-405.4048218206463,0,1,0,700,0.05,-408.62648533329445,0,3,-399.80872375027855,0,0,-399.944170591754,0,0,-400.22120101760976,0,0,-418.42352841029725,0,6
3149,7,1,-501.30960830389415,0,1,0,700,0.05,-665.8946035999953,0,89,-408.33274784780536,0,3,-399.3119300718165,0,0,-399.29636015373796,0,0,-633.7123998461133,0,78
3150,4,0,199.59525952283042,1,0,0,65,0.05,199.85598982120973,0,0,199.45681039614885,0,0,199.48357334017547,0,0,199.65487966593184,0,0,199.52504439068628,0,0
3151,2,0,-470.656972614777,0,1,0,700,0.05,-639.8289816089315,0,80,-408.95749972864473,0,3,-444.92865990830234,0,15,-444.99659842788066,0,15,-414.57312340012663,1,0
3152,7,0,-545.0719477584944,0,1,0,700,0.05,-399.459473819065,0,0,-570.5163562621332,1,52,-954.2900033868596,35,10,-402.219421504797,0,1,-398.8744838196153,0,0
3153,0,0,-466.56900341812866,0,1,0,700,0.05,-432.0731589208022,0,11,-402.0780651861428,0,1,-585.3930371374158,0,62,-405.659729989012,0,2,-507.6410258572721,0,36
3154,1,1,-404.494109085612,0,1,0,700,0.05,-423.7578912038461,0,8,-399.79923449655,0,0,-399.67537354927487,0,0,-399.719386887851,0,0,-399.5186592905367,0,0
3155,0,1,-425.88243313727037,0,1,0,700,0.05,-447.661538858944,0,16,-432.6087160015703,0,11,-399.40252742712204,0,0,-450.3891688209093,0,17,-399.35021457780755,0,0
3156,3,0,-482.6795881093857,0,1,0,700,0.05,-588.8781926296966,5,38,-438.9123768393533,2,3,-520.0092096616389,7,5,-453.8645144895216,3,3,-411.7336469267178,0,4
3157,7,0,201.1031686122749,1,0,0,63,0.05,201.14990976280532,0,0,201.1652048795274,0,0,201.19775631651012,0,0,200.99698481957086,0,0,201.00598728296092,0,0
3158,5,0,-493.957937631237,0,1,0,700,0.05,-669.1366129781493,18,0,-443.91348455585876,3,0,-423.14818706776794,0,8,-459.2634547889096,4,0,-474.3279487654994,5,0
3159,4,1,-483.4677070249631,0,1,0,700,0.05,-464.98508674822574,2,12,-582.3552345077411,12,1,-459.3163057044471,4,0,-420.8588762764527,1,2,-489.8230318879516,0,30
3160,1,0,-470.9887481327175,0,1,0,700,0.05,-486.7547351302265,0,29,-399.7046241986841,0,0,-399.5006603333169,0,0,-633.6175223140652,12,18,-435.3661986872939,2,2
3161,6,1,-399.06103641195705,0,1,0,700,0.05,-398.8562809775311,0,0,-398.75344938270814,0,0,-398.9210054358951,0,0,-399.20929952022914,0,0,-399.5651467434206,0,0
3162,6,0,-405.9972230367945,0,1,0,700,0.05,-398.68332747299974,0,0,-399.28444259813756,0,0,-432.52016186472275,0,11,-399.5266385475762,0,0,-399.97154470053704,0,0
3163,5,1,-399.4548226698049,0,1,0,700,0.05,-399.16921974498956,0,0,-399.1759588578697,0,0,-399.43544295439574,0,0,-399.7657731642913,0,0,-399.72771862747805,0,0
3164,2,1,-415.11692802898955,0,1,0,700,0.05,-405.7628995783157,0,2,-400.06673682727444,0,0,-442.1534076883369,0,14,-424.1534325749404,0,8,-403.4481634760793,0,1
3165,3,1,-457.26699309829917,0,1,0,700,0.05,-489.56603722827003,0,30,-594.7935163432333,0,65,-399.6627498362003,0,0,-399.6562744843979,0,0,-402.65638759939293,0,1
3166,6,1,139.14338044765742,1,0,0,142,0.05,139.4142558911714,0,0,139.42042137418997,0,0,138.87452576311705,0,0,138.9264833915861,0,0,139.0812158182223,0,0
3167,7,1,-558.5945573646693,0,1,0,700,0.05,-600.8532812824986,3,52,-552.9968637725235,10,1,-415.28564521483236,0,5,-517.2914447252259,0,39,-706.5455518282686,19,7
3168,4,0,-1434.3448951378587,0,1,0,700,0.05,-398.9012961570604,0,0,-398.89789937178807,0,0,-414.45671440767603,1,0,-5559.448579579003,344,0,-400.019986173769,0,0
3169,2,1,154.55693991123152,1,0,0,114,0.05,137.3840954773998,1,3,158.0684905536399,0,1,161.09619808943376,0,0,161.04885486504952,0,0,155.1870605706346,0,2
3170,2,0,-399.7488569339727,0,1,0,700,0.05,-399.82323529764676,0,0,-399.6775416426809,0,0,-399.495542489757,0,0,-399.8600095744628,0,0,-399.8879556653163,0,0
3171,0,0,-484.4217640157006,0,1,0,700,0.05,-513.5732166166204,0,38,-558.6698149481167,0,53,-478.08722619292894,0,26,-471.91507500132445,0,24,-399.8634873195102,0,0
3172,1,1,-407.8939217982375,0,1,0,700,0.05,-443.1951031602706,0,15,-398.806793116405,0,0,-398.9357642114044,0,0,-399.2718022690796,0,0,-399.2601462340289,0,0
3173,0,1,-399.0264509883258,0,1,0,700,0.05,-398.98136605441266,0,0,-398.9243388482114,0,0,-399.1332940281026,0,0,-398.93776275081075,0,0,-399.1554932600926,0,0
3174,3,0,-404.6389287235908,0,1,0,700,0.05,-402.47243012849464,0,1,-420.6029530846559,0,7,-400.10286921401035,0,0,-400.0522186825607,0,0,-399.96417250823197,0,0
3175,7,0,-506.7119285372124,0,1,0,700,0.05,-423.3947538735263,0,8,-594.4652046515798,13,0,-645.2510046475556,16,2,-405.37787364048353,0,2,-465.0708058729143,4,2
3176,5,0,-399.03591849437197,0,1,0,700,0.05,-398.27640867195856,0,0,-398.6712056012202,0,0,-399.0394081534891,0,0,-399.39938786840486,0,0,-399.7931821767871,0,0
3177,4,1,-399.2264714984522,0,1,0,700,0.05,-399.3524839925065,0,0,-399.3390405193638,0,0,-399.16169292246343,0,0,-399.3169606906798,0,0,-398.96217936725094,0,0
3178,4,1,184.69365010150284,1,0,0,65,0.05,199.8010003440516,0,0,124.79855559604107,5,0,199.7530141493854,0,0,199.5679054516314,0,0,199.54777496640463,0,0
3179,1,0,-434.8304027754032,0,1,0,700,0.05,-397.89407024802784,0,0,-398.46872418219203,0,0,-398.820427081588,0,0,-474.2763074928799,5,0,-504.69248487232556,7,0
3180,6,0,-407.39804860850444,0,1,0,700,0.05,-399.3313011364326,0,0,-399.2184392372045,0,0,-399.6740443945451,0,0,-399.7793431510653,0,0,-438.987115123275,0,13
3181,5,1,-399.5121834309912,0,1,0,700,0.05,-398.7139713186725,0,0,-399.05721887833323,0,0,-399.6220903968598,0,0,-400.1077880990103,0,0,-400.05984846208054,0,0
3182,3,1,-758.0381591119851,0,1,0,700,0.05,-909.257989994956,34,0,-1260.8327979229857,54,17,-411.9749890332749,0,4,-489.99548058877684,6,0,-718.1295380199388,17,21
3183,6,1,-399.3674756149135,0,1,0,700,0.05,-399.1742108088733,0,0,-399.23011224215253,0,0,-399.2492290921448,0,0,-399.59014861120085,0,0,-399.5936773201929,0,0
3184,7,1,-408.315727020702,0,1,0,700,0.05,-432.5943846827693,0,11,-399.92056139989495,0,0,-400.01747713459804,0,0,-399.99888280262576,0,0,-409.047329083626,0,3
3185,4,0,-589.5559895206873,0,1,0,700,0.05,-398.667573828299,0,0,-414.17925691354736,0,5,-969.1297600190252,38,0,-744.6740396492527,23,0,-421.12931719331283,0,7
3186,2,1,-402.0567681746204,0,1,0,700,0.05,-413.3873604178606,1,0,-398.5394216411088,0,0,-399.1355363954775,0,0,-399.313237728041,0,0,-399.90828469061205,0,0
3187,2,0,-411.1197159399587,0,1,0,700,0.05,-458.6125716008889,0,20,-398.95542374446615,0,0,-399.1884756757838,0,0,-399.277919263062,0,0,-399.5641894155924,0,0
3188,0,0,-475.1507932714191,0,1,0,700,0.05,-441.75890610351297,1,9,-399.57606513752563,0,0,-507.55013124010327,5,11,-564.4209281951958,9,10,-462.4479356807565,4,1
3189,1,1,-427.1063229072479,0,1,0,700,0.05,-504.88513986212587,0,35,-429.99063441100367,0,10,-400.0288674508548,0,0,-400.30109449668316,0,0,-400.3258783155713,0,0
3190,0,1,-451.6307971720745,0,1,0,700,0.05,-537.0708190906885,0,47,-399.37300091155595,0,0,-504.36362485977,7,0,-417.6845687274224,0,6,-399.66197227093437,0,0
3191,3,0,-399.0989431144154,0,1,0,700,0.05,-398.6348340412171,0,0,-398.7952531511239,0,0,-399.0334649248666,0,0,-399.2150675825674,0,0,-399.8160958722982,0,0
3192,7,0,-401.77106402302906,0,1,0,700,0.05,-408.34381729279016,0,3,-399.6273933972711,0,0,-399.9269722707579,0,0,-400.29879359829533,0,0,-400.6583435560314,0,0
3193,5,0,-427.37602067336104,0,1,0,700,0.05,-398.8610733229119,0,0,-414.04789217853823,1,0,-414.34861496563855,0,5,-399.22008188244274,0,0,-510.4024410172744,5,12
3194,4,1,-560.5563464684697,0,1,0,700,0.05,-398.3097642850391,0,0,-893.6201055707704,33,0,-428.82930520492926,2,0,-653.6607704683139,17,0,-428.3617868132964,1,5
3195,1,1,122.60916667635603,1,0,0,163,0.05,122.94613546697742,0,0,122.65011679092886,0,0,122.45665731106685,0,0,122.52246643717906,0,0,122.47045737562804,0,0
3196,1,0,-417.37781175970053,0,1,0,700,0.05,-399.4302398487451,0,0,-399.67996792694953,0,0,-474.62553974873964,0,25,-399.27544399276655,0,0,-413.8778672813028,1,0
3197,6,0,-430.0330265670781,0,1,0,700,0.05,-399.0529536103153,0,0,-411.2582724407093,0,4,-489.277869647706,6,0,-435.76702634700695,0,12,-414.8090107896547,1,0
3198,5,1,-399.4140064497805,0,1,0,700,0.05,-398.8695089302181,0,0,-399.11848509440074,0,0,-399.6479256006784,0,0,-399.6663484196575,0,0,-399.7677642039484,0,0
3199,3,1,-452.42802266612074,0,1,0,700,0.05,-459.5693541737519,0,20,-405.6803273875697,0,2,-579.6895647746896,0,60,-402.5856018461999,0,1,-414.6152651483932,1,0
3200,6,1,-399.4670262670179,0,1,0,700,0.05,-399.110292333422,0,0,-399.54564854064904,0,0,-399.44340074238784,0,0,-399.72817946450493,0,0,-399.5076102541266,0,0
3201,7,1,-417.0276380751596,0,1,0,700,0.05,-411.13831374723986,0,4,-429.0807725966642,0,10,-443.9984872693468,0,15,-398.99971126969047,0,0,-401.92090549285473,0,1
3202,4,0,-402.0630577730908,0,1,0,700,0.05,-399.54231272606114,0,0,-399.64483157855364,0,0,-399.6744464813024,0,0,-399.71000575944333,0,0,-411.74369232009235,0,4
3203,2,1,-424.7432606623384,0,1,0,700,0.05,-398.357596742171,0,0,-527.4267913785764,5,18,-398.81545740034784,0,0,-399.2669331073657,0,0,-399.84952468323047,0,0
3204,2,0,-611.2092873214717,0,1,0,700,0.05,-399.5891619767612,0,0,-810.7046131527844,24,17,-519.3359464799256,8,0,-759.1275228298174,20,20,-567.2891921680679,7,21
3205,0,0,-505.8405471500654,0,1,0,700,0.05,-402.6830223401854,0,1,-691.0168024123785,0,97,-553.346135122923,0,51,-424.42014079285974,0,8,-457.7366350819811,0,19
3206,0,1,-401.91409112781116,0,1,0,700,0.05,-411.5778494229844,0,4,-399.7464167469154,0,0,-399.8158125658991,0,0,-399.4726911592701,0,0,-398.95768574398625,0,0
3207,3,0,-435.6699522534282,0,1,0,700,0.05,-564.8893265782856,0,55,-399.6927346719773,0,0,-414.68327525514525,1,0,-399.66465544812604,0,0,-399.41976931360665,0,0
3208,7,0,-411.7089158122955,0,1,0,700,0.05,-399.7009338926811,0,0,-459.68139458149886,4,0,-399.670614175005,0,0,-399.78008832256376,0,0,-399.71154808972733,0,0
3209,5,0,-399.09819329723024,0,1,0,700,0.05,-398.2910687876045,0,0,-398.8154042417258,0,0,-399.38848409808764,0,0,-399.410232788949,0,0,-399.5857765697854,0,0
3210,4,1,-402.70570706072925,0,1,0,700,0.05,-399.8271409755276,0,0,-399.47237387603326,0,0,-399.10986642209144,0,0,-407.72442926439805,0,3,-407.39472476559547,0,3
3211,1,1,-412.16702358796545,0,1,0,700,0.05,-461.7076836059955,0,21,-399.3074890713528,0,0,-399.9104798635598,0,0,-399.96149398633855,0,0,-399.94797141258107,0,0
3212,1,0,-399.67842573108857,0,1,0,700,0.05,-401.81118599952424,0,1,-398.70390686233986,0,0,-399.0494402583111,0,0,-399.42514868805455,0,0,-399.40244684721347,0,0
3213,1,0,227.28365094622194,1,0,0,29,0.05,227.99960485622387,0,0,228.03651667526208,0,0,227.70676375009168,0,0,227.87267594500892,0,0,224.80269350452315,0,1
3214,2,1,-163.85835113694017,1,0,0,528,0.05,-163.77539037415332,0,0,-163.7656032421203,0,0,-163.71908870397797,0,0,-164.10416304263194,0,0,-163.92751032181738,0,0
3215,6,0,-427.27955122011304,0,1,0,700,0.05,-405.52173441594385,0,2,-405.6486980209447,0,2,-510.7658463634864,0,37,-399.6832216677365,0,0,-414.77825563245455,0,5
3216,5,1,-417.04199758009395,0,1,0,700,0.05,-399.0566885462533,0,0,-486.6112078339313,0,29,-399.746504578534,0,0,-399.77532442640074,0,0,-400.0202625153511,0,0
3217,3,1,-403.4739281898904,0,1,0,700,0.05,-402.5441390210733,0,1,-415.01850148616995,0,5,-399.9385012078345,0,0,-399.84419513846746,0,0,-400.0243040959069,0,0
3218,6,1,-399.764875490751,0,1,0,700,0.05,-399.71839963198806,0,0,-399.73048624270746,0,0,-399.70840987501435,0,0,-399.65933669854223,0,0,-400.00774500550193,0,0
3219,7,1,-398.93917168393335,0,1,0,700,0.05,-398.19587678055234,0,0,-398.49293830166647,0,0,-399.0680104523112,0,0,-399.31162126737684,0,0,-399.6274116177586,0,0
3220,4,0,-399.37716199762485,0,1,0,700,0.05,-399.6102776785366,0,0,-399.5479969178859,0,0,-399.3859299068719,0,0,-399.29382181258535,0,0,-399.0477836722444,0,0
3221,2,0,-399.5650565284801,0,1,0,700,0.05,-399.6471191008197,0,0,-399.5953962564085,0,0,-399.5659928916337,0,0,-399.49188460635446,0,0,-399.5248897871814,0,0
3222,0,0,-432.45069549241185,0,1,0,700,0.05,-462.09996834643357,4,1,-402.3877925046898,0,1,-417.60218482124105,0,6,-423.7740118590394,0,8,-456.3895199306578,0,19
3223,0,1,-399.3433733368978,0,1,0,700,0.05,-399.7459353501452,0,0,-399.50098240878367,0,0,-399.4362588700942,0,0,-399.06048445015415,0,0,-398.97320560531176,0,0
3224,3,0,-508.4398382614593,0,1,0,700,0.05,-504.0308984556624,7,0,-507.24856898998866,6,6,-429.41314048296573,1,5,-543.4677476564666,7,13,-558.0388357222121,0,53
3225,7,0,-424.8142983950491,0,1,0,700,0.05,-399.47879989576296,0,0,-489.7696650370446,0,30,-420.6845571198341,0,7,-414.4727829888424,0,5,-399.66568693375865,0,0
3226,5,0,-399.3771173969798,0,1,0,700,0.05,-399.01482619956425,0,0,-399.28597290526426,0,0,-399.54426751514615,0,0,-399.44403640535415,0,0,-399.59648395956845,0,0
